Count,sample_num
0,1234
1,1517
2,1811
3,2046
4,2405
5,2708
6,3000
7,3285
8,3562
9,3865
10,4172
11,4468
12,4767
13,5063
14,5349
15,5635
16,5921
17,6216
18,6529
19,6826
20,7108
21,7392
22,7672
23,7955
24,8248
25,8541
26,8840
27,9143
28,9433
29,9713
30,10000
31,10284
32,10593
33,10896
34,11194
35,11482
36,11783
37,12069
38,12352
39,12647
40,12951
41,13268
42,13565
43,13844
44,14133
45,14425
46,14713
47,15013
48,15312
49,15610
50,15902
51,16184
52,16466
53,16758
54,17060
55,17360
56,17658
57,17949
58,18229
59,18516
60,18798
61,19083
62,19390
63,19695
64,19992
65,20274
66,20556
67,20840
68,21134
69,21426
70,21731
71,22032
72,22323
73,22605
74,22883
75,23166
76,23456
77,23759
78,24055
79,24348
80,24628
81,24914
82,25200
83,25487
84,25781
85,26090
86,26389
87,26673
88,26954
89,27239
90,27539
91,27834
92,28134
93,28433
94,28729
95,29017
96,29296
97,29582
98,29875
99,30184
100,30489
101,30782
102,31067
103,31351
104,31638
105,31929
106,32226
107,32530
108,32838
109,33129
110,33406
111,33693
112,33983
113,34276
114,34577
115,34872
116,35170
117,35457
118,35738
119,36018
120,36311
121,36607
122,36918
123,37217
124,37502
125,37785
126,38073
127,38359
128,38653
129,38953
130,39254
131,39550
132,39828
133,40098
134,40385
135,40680
136,40972
137,41273
138,41569
139,41852
140,42119
141,42417
142,42699
143,42998
144,43309
145,43606
146,43894
147,44174
148,44458
149,44745
150,45032
151,45325
152,45630
153,45927
154,46206
155,46480
156,46762
157,47039
158,47337
159,47633
160,47921
161,48205
162,48488
163,48768
164,49042
165,49325
166,49620
167,49925
168,50216
169,50494
170,50773
171,51058
172,51342
173,51629
174,51923
175,52218
176,52508
177,52787
178,53065
179,53343
180,53634
181,53925
182,54222
183,54510
184,54787
185,55067
186,55346
187,55626
188,55910
189,56209
190,56504
191,56786
192,57058
193,57335
194,57618
195,57902
196,58194
197,58492
198,58790
199,59080
200,59357
201,59634
202,59922
203,60215
204,60517
205,60820
206,61108
207,61394
208,61682
209,61966
210,62250
211,62549
212,62854
213,63155
214,63441
215,63714
216,64001
217,64290
218,64584
219,64878
220,65177
221,65466
222,65752
223,66031
224,66310
225,66607
226,66794
227,67133
228,67436
229,67730
230,68010
231,68304
232,68597
233,68889
234,69193
235,69505
236,69799
237,70076
238,70359
239,70645
240,70944
241,71242
242,71542
243,71848
244,72140
245,72419
246,72705
247,73000
248,73304
249,73614
250,73913
251,74198
252,74486
253,74769
254,74988
255,75335
256,75635
257,75936
258,76236
259,76518
260,76788
261,77076
262,77368
263,77666
264,77956
265,78253
266,78541
267,78826
268,79102
269,79388
270,79691
271,79994
272,80293
273,80585
274,80871
275,81154
276,81441
277,81732
278,82033
279,82336
280,82639
281,82929
282,83212
283,83494
284,83797
285,84106
286,84410
287,84711
288,85012
289,85305
290,85582
291,85872
292,86174
293,86480
294,86782
295,87080
296,87367
297,87654
298,87943
299,88234
300,88533
301,88836
302,89137
303,89424
304,89706
305,89990
306,90289
307,90592
308,90887
309,91192
310,91483
311,91764
312,92048
313,92340
314,92635
315,92947
316,93248
317,93536
318,93826
319,94105
320,94396
321,94695
322,94997
323,95301
324,95608
325,95896
326,96173
327,96453
328,96748
329,97052
330,97351
331,97647
332,97939
333,98231
334,98511
335,98792
336,99085
337,99385
338,99582
339,99933
340,100220
341,100499
342,100784
343,101073
344,101362
345,101656
346,101944
347,102237
348,102519
349,102795
350,103076
351,103373
352,103672
353,103966
354,104264
355,104547
356,104833
357,105121
358,105409
359,105709
360,106018
361,106316
362,106603
363,106885
364,107162
365,107453
366,107752
367,108048
368,108344
369,108646
370,108928
371,109201
372,109488
373,109774
374,110079
375,110377
376,110676
377,110965
378,111246
379,111526
380,111813
381,112110
382,112407
383,112713
384,113003
385,113283
386,113565
387,113852
388,114143
389,114431
390,114718
391,115002
392,115283
393,115550
394,115817
395,116086
396,116372
397,116656
398,116941
399,117216
400,117497
401,117769
402,118047
403,118325
404,118609
405,118914
406,119218
407,119512
408,119794
409,120080
410,120378
411,120678
412,120993
413,121303
414,121606
415,121892
416,122172
417,122463
418,122753
419,123053
420,123362
421,123666
422,123939
423,124223
424,124510
425,124778
426,125062
427,125357
428,125651
429,125929
430,126206
431,126479
432,126749
433,127027
434,127316
435,127606
436,127893
437,128087
438,128425
439,128700
440,128961
441,129233
442,129522
443,129801
444,130060
445,130320
446,130570
447,130821
448,131076
449,131329
450,131587
451,131850
452,132124
453,132383
454,132632
455,132885
456,133134
457,133392
458,133665
459,133936
460,134200
461,134466
462,134740
463,134992
464,135246
465,135507
466,135783
467,136064
468,136353
469,136632
470,136902
471,137173
472,137452
473,137732
474,138011
475,138307
476,138600
477,138891
478,139166
479,139443
480,139722
481,140012
482,140303
483,140601
484,140884
485,141155
486,141426
487,141685
488,141945
489,142210
490,142482
491,142749
492,143013
493,143268
494,143517
495,143768
496,144028
497,144288
498,144560
499,144835
500,145114
501,145384
502,145650
503,145905
504,146173
505,146448
506,146739
507,147015
508,147292
509,147567
510,147835
511,148102
512,148365
513,148640
514,148919
515,149205
516,149490
517,149771
518,150033
519,150306
520,150578
521,150852
522,151125
523,151410
524,151701
525,151977
526,152239
527,152513
528,152784
529,153070
530,153365
531,153647
532,153925
533,154195
534,154473
535,154744
536,155012
537,155294
538,155590
539,155867
540,156135
541,156397
542,156650
543,156908
544,157171
545,157433
546,157698
547,157962
548,158234
549,158492
550,158732
551,158976
552,159228
553,159482
554,159740
555,160004
556,160262
557,160509
558,160757
559,161007
560,161256
561,161502
562,161767
563,162037
564,162311
565,162576
566,162838
567,163095
568,163364
569,163632
570,163902
571,164184
572,164463
573,164733
574,164994
575,165248
576,165502
577,165759
578,166034
579,166303
580,166573
581,166844
582,167114
583,167373
584,167644
585,167915
586,168193
587,168487
588,168786
589,169076
590,169352
591,169632
592,169908
593,170204
594,170498
595,170722
596,171077
597,171373
598,171654
599,171923
600,172202
601,172483
602,172778
603,173069
604,173353
605,173631
606,173909
607,174179
608,174454
609,174740
610,175026
611,175325
612,175611
613,175880
614,176147
615,176430
616,176699
617,176977
618,177250
619,177526
620,177799
621,178061
622,178319
623,178580
624,178843
625,179120
626,179390
627,179664
628,179929
629,180185
630,180446
631,180707
632,180967
633,181239
634,181525
635,181813
636,182087
637,182354
638,182626
639,182897
640,183183
641,183477
642,183781
643,184073
644,184363
645,184652
646,184936
647,185216
648,185512
649,185831
650,186140
651,186430
652,186720
653,187008
654,187293
655,187577
656,187874
657,188180
658,188483
659,188766
660,189045
661,189332
662,189627
663,189932
664,190231
665,190531
666,190823
667,191115
668,191397
669,191676
670,191979
671,192284
672,192578
673,192865
674,193149
675,193426
676,193705
677,193996
678,194283
679,194577
680,194869
681,195158
682,195428
683,195704
684,195981
685,196271
686,196563
687,196849
688,197134
689,197417
690,197688
691,197952
692,198226
693,198506
694,198794
695,199078
696,199355
697,199621
698,199897
699,200163
700,200435
701,200716
702,200995
703,201274
704,201547
705,201809
706,202069
707,202341
708,202616
709,202899
710,203184
711,203471
712,203743
713,204024
714,204302
715,204575
716,204857
717,205161
718,205461
719,205740
720,206018
721,206291
722,206569
723,206846
724,207132
725,207423
726,207726
727,208007
728,208280
729,208551
730,208825
731,209103
732,209395
733,209686
734,209975
735,210258
736,210536
737,210812
738,211088
739,211367
740,211657
741,211953
742,212231
743,212504
744,212780
745,213061
746,213329
747,213609
748,213897
749,214183
750,214467
751,214741
752,215008
753,215282
754,215565
755,215853
756,216143
757,216434
758,216712
759,216993
760,217271
761,217550
762,217827
763,218125
764,218417
765,218705
766,218975
767,219249
768,219529
769,219815
770,220101
771,220394
772,220693
773,220980
774,221255
775,221529
776,221806
777,222084
778,222378
779,222668
780,222954
781,223230
782,223510
783,223786
784,224050
785,224331
786,224624
787,224918
788,225198
789,225475
790,225745
791,226027
792,226299
793,226574
794,226865
795,227145
796,227428
797,227705
798,227978
799,228241
800,228518
801,228810
802,229097
803,229379
804,229662
805,229938
806,230217
807,230487
808,230763
809,231060
810,231360
811,231641
812,231916
813,232193
814,232462
815,232734
816,233018
817,233304
818,233591
819,233878
820,234153
821,234418
822,234687
823,234962
824,235252
825,235549
826,235830
827,236111
828,236392
829,236666
830,236930
831,237208
832,237498
833,237786
834,238073
835,238346
836,238612
837,238887
838,239159
839,239436
840,239720
841,239997
842,240268
843,240543
844,240811
845,241068
846,241321
847,241590
848,241857
849,242117
850,242376
851,242634
852,242882
853,243134
854,243390
855,243645
856,243911
857,244194
858,244463
859,244731
860,244987
861,245248
862,245518
863,245793
864,246067
865,246354
866,246650
867,246937
868,247204
869,247471
870,247744
871,248020
872,248302
873,248589
874,248880
875,249158
876,249436
877,249709
878,249991
879,250275
880,250559
881,250861
882,251163
883,251444
884,251712
885,251996
886,252288
887,252587
888,252870
889,253162
890,253458
891,253744
892,254012
893,254285
894,254587
895,254893
896,255173
897,255455
898,255740
899,256029
900,256298
901,256574
902,256862
903,257159
904,257442
905,257713
906,257968
907,258228
908,258480
909,258740
910,259006
911,259282
912,259543
913,259814
914,260079
915,260336
916,260588
917,260854
918,261135
919,261420
920,261692
921,261970
922,262243
923,262519
924,262791
925,263064
926,263352
927,263643
928,263933
929,264220
930,264501
931,264774
932,265065
933,265357
934,265654
935,265949
936,266241
937,266531
938,266818
939,267101
940,267378
941,267681
942,267981
943,268262
944,268547
945,268826
946,269105
947,269385
948,269672
949,269961
950,270259
951,270553
952,270824
953,271097
954,271373
955,271658
956,271954
957,272246
958,272535
959,272841
960,273126
961,273396
962,273678
963,273970
964,274266
965,274563
966,274855
967,275134
968,275405
969,275674
970,275951
971,276238
972,276518
973,276806
974,277105
975,277389
976,277651
977,277925
978,278214
979,278520
980,278815
981,279100
982,279384
983,279578
984,279919
985,280210
986,280513
987,280817
988,281112
989,281404
990,281684
991,281957
992,282234
993,282515
994,282803
995,283098
996,283391
997,283674
998,283945
999,284218
1000,284493
1001,284780
1002,285075
1003,285365
1004,285655
1005,285938
1006,286212
1007,286488
1008,286765
1009,287054
1010,287353
1011,287656
1012,287946
1013,288228
1014,288509
1015,288794
1016,289078
1017,289375
1018,289669
1019,289972
1020,290260
1021,290540
1022,290816
1023,291110
1024,325218
1025,325496
1026,325785
1027,326090
1028,326395
1029,326700
1030,326989
1031,327278
1032,327568
1033,327859
1034,328152
1035,328454
1036,328755
1037,329057
1038,329341
1039,329622
1040,329915
1041,330218
1042,330526
1043,330822
1044,331125
1045,331413
1046,331706
1047,331991
1048,332281
1049,332590
1050,332900
1051,333202
1052,333481
1053,333770
1054,334058
1055,334351
1056,334646
1057,334946
1058,335251
1059,335546
1060,335826
1061,336102
1062,336388
1063,336681
1064,336982
1065,337282
1066,337574
1067,337864
1068,338147
1069,338434
1070,338721
1071,339027
1072,339329
1073,339634
1074,339928
1075,340206
1076,340492
1077,340782
1078,341077
1079,341381
1080,341686
1081,341976
1082,342268
1083,342549
1084,342824
1085,343117
1086,343411
1087,343707
1088,343997
1089,344280
1090,344559
1091,344844
1092,345131
1093,345418
1094,345725
1095,346018
1096,346310
1097,346599
1098,346807
1099,347149
1100,347456
1101,347761
1102,348065
1103,348368
1104,348660
1105,348937
1106,349223
1107,349503
1108,349806
1109,350114
1110,350412
1111,350695
1112,350982
1113,351267
1114,351483
1115,351823
1116,352117
1117,352418
1118,352713
1119,352989
1120,353259
1121,353549
1122,353834
1123,354131
1124,354428
1125,354719
1126,355017
1127,355305
1128,355582
1129,355860
1130,356166
1131,356465
1132,356760
1133,357048
1134,357330
1135,357612
1136,357903
1137,358188
1138,358484
1139,358789
1140,359088
1141,359367
1142,359636
1143,359905
1144,360184
1145,360473
1146,360765
1147,361053
1148,361345
1149,361626
1150,361896
1151,362165
1152,362453
1153,362734
1154,363028
1155,363321
1156,363608
1157,363880
1158,364160
1159,364449
1160,364732
1161,365024
1162,365332
1163,365642
1164,365915
1165,366193
1166,366483
1167,366780
1168,367065
1169,367365
1170,367676
1171,367962
1172,368250
1173,368534
1174,368826
1175,369111
1176,369412
1177,369717
1178,370010
1179,370281
1180,370559
1181,370845
1182,371133
1183,371407
1184,371705
1185,372009
1186,372300
1187,372560
1188,372835
1189,373126
1190,373430
1191,373714
1192,374002
1193,374305
1194,374597
1195,374857
1196,375127
1197,375414
1198,375717
1199,376000
1200,376289
1201,376578
1202,376863
1203,377082
1204,377407
1205,377702
1206,378007
1207,378310
1208,378610
1209,378887
1210,379161
1211,379441
1212,379732
1213,380025
1214,380314
1215,380612
1216,380900
1217,381175
1218,381454
1219,381725
1220,382014
1221,382310
1222,382608
1223,382897
1224,383186
1225,383460
1226,383745
1227,384029
1228,384319
1229,384617
1230,384918
1231,385207
1232,385489
1233,385771
1234,386052
1235,386351
1236,386651
1237,386943
1238,387244
1239,387535
1240,387814
1241,388087
1242,388374
1243,388673
1244,388981
1245,389279
1246,389565
1247,389862
1248,390152
1249,390437
1250,390733
1251,391041
1252,391345
1253,391643
1254,391926
1255,392206
1256,392495
1257,392783
1258,393079
1259,393379
1260,393676
1261,393960
1262,394246
1263,394522
1264,394803
1265,395098
1266,395403
1267,395699
1268,395991
1269,396271
1270,396555
1271,396848
1272,397136
1273,397338
1274,397706
1275,398009
1276,398297
1277,398571
1278,398856
1279,399141
1280,399437
1281,399732
1282,400025
1283,400324
1284,400602
1285,400880
1286,401165
1287,401454
1288,401759
1289,402063
1290,402363
1291,402647
1292,402935
1293,403218
1294,403511
1295,403806
1296,404102
1297,404405
1298,404699
1299,404982
1300,405257
1301,405544
1302,405838
1303,406133
1304,406427
1305,406717
1306,407007
1307,407291
1308,407562
1309,407850
1310,408153
1311,408454
1312,408748
1313,409032
1314,409316
1315,409600
1316,409883
1317,410179
1318,410479
1319,410784
1320,411073
1321,411353
1322,411634
1323,411917
1324,412208
1325,412512
1326,412818
1327,413111
1328,413404
1329,413694
1330,413971
1331,414251
1332,414543
1333,414849
1334,415145
1335,415432
1336,415706
1337,415996
1338,416275
1339,416558
1340,416852
1341,417154
1342,417447
1343,417731
1344,418009
1345,418285
1346,418578
1347,418868
1348,419157
1349,419455
1350,419747
1351,420024
1352,420304
1353,420585
1354,420875
1355,421175
1356,421476
1357,421768
1358,421996
1359,422323
1360,422605
1361,422820
1362,423166
1363,423464
1364,423770
1365,424066
1366,424342
1367,424618
1368,424896
1369,425189
1370,425491
1371,425791
1372,426080
1373,426382
1374,426663
1375,426941
1376,427227
1377,427525
1378,427829
1379,428131
1380,428415
1381,428700
1382,428994
1383,429277
1384,429561
1385,429869
1386,430167
1387,430472
1388,430757
1389,431035
1390,431318
1391,431618
1392,431913
1393,432210
1394,432511
1395,432801
1396,433084
1397,433367
1398,433650
1399,433844
1400,434213
1401,434515
1402,434812
1403,435097
1404,435373
1405,435660
1406,435953
1407,436151
1408,436514
1409,436822
1410,437120
1411,437403
1412,437684
1413,437965
1414,438270
1415,438571
1416,438868
1417,439160
1418,439456
1419,439742
1420,440025
1421,440312
1422,440624
1423,440936
1424,441233
1425,441521
1426,441816
1427,442111
1428,442408
1429,442625
1430,442994
1431,443307
1432,443609
1433,443891
1434,444177
1435,444475
1436,444707
1437,445063
1438,445364
1439,445660
1440,445950
1441,446229
1442,446507
1443,446801
1444,447105
1445,447403
1446,447697
1447,447982
1448,448266
1449,448550
1450,448835
1451,449137
1452,449443
1453,449750
1454,450040
1455,450327
1456,450609
1457,450897
1458,451195
1459,451503
1460,451807
1461,452103
1462,452392
1463,452680
1464,452961
1465,453250
1466,453547
1467,453854
1468,454156
1469,454446
1470,454653
1471,454999
1472,455295
1473,455590
1474,455890
1475,456190
1476,456489
1477,456773
1478,457048
1479,457335
1480,457636
1481,457939
1482,458170
1483,458525
1484,458818
1485,459105
1486,459382
1487,459666
1488,459968
1489,460277
1490,460572
1491,460860
1492,461151
1493,461435
1494,461723
1495,462016
1496,462315
1497,462622
1498,462921
1499,463198
1500,463483
1501,463766
1502,464051
1503,464363
1504,464665
1505,464962
1506,465259
1507,465541
1508,465822
1509,466106
1510,466406
1511,466710
1512,467013
1513,467310
1514,467591
1515,467880
1516,468167
1517,468461
1518,468764
1519,469067
1520,469365
1521,469662
1522,469944
1523,470233
1524,470531
1525,470838
1526,471140
1527,471446
1528,471729
1529,472021
1530,472306
1531,472591
1532,472889
1533,473203
1534,473500
1535,473794
1536,474076
1537,474364
1538,474655
1539,474943
1540,475239
1541,475548
1542,475853
1543,476139
1544,476419
1545,476707
1546,477002
1547,477309
1548,477606
1549,477900
1550,478197
1551,478483
1552,478759
1553,479042
1554,479334
1555,479635
1556,479933
1557,480220
1558,480496
1559,480781
1560,481059
1561,481342
1562,481641
1563,481943
1564,482241
1565,482527
1566,482804
1567,483074
1568,483353
1569,483635
1570,483932
1571,484222
1572,484509
1573,484788
1574,485074
1575,485353
1576,485643
1577,485941
1578,486255
1579,486559
1580,486847
1581,487131
1582,487425
1583,487721
1584,488019
1585,488322
1586,488637
1587,488933
1588,489217
1589,489499
1590,489790
1591,490092
1592,490395
1593,490696
1594,490995
1595,491289
1596,491572
1597,491852
1598,492147
1599,492447
1600,492753
1601,493048
1602,493341
1603,493626
1604,493916
1605,494201
1606,494493
1607,494792
1608,495087
1609,495372
1610,495651
1611,495926
1612,496203
1613,496502
1614,496715
1615,497076
1616,497378
1617,497667
1618,497947
1619,498232
1620,498519
1621,498814
1622,499116
1623,499419
1624,499703
1625,499989
1626,500269
1627,500551
1628,500848
1629,501147
1630,501450
1631,501748
1632,502041
1633,502318
1634,502603
1635,502890
1636,503192
1637,503498
1638,503796
1639,504082
1640,504373
1641,504656
1642,504937
1643,505229
1644,505530
1645,505831
1646,506127
1647,506400
1648,506681
1649,506971
1650,507258
1651,507555
1652,507857
1653,508160
1654,508457
1655,508747
1656,509022
1657,509321
1658,509625
1659,509926
1660,510223
1661,510522
1662,510806
1663,511095
1664,511374
1665,511662
1666,511972
1667,512279
1668,512570
1669,512853
1670,513137
1671,513426
1672,513721
1673,514016
1674,514319
1675,514630
1676,514921
1677,515196
1678,515477
1679,515764
1680,516067
1681,516374
1682,516668
1683,516972
1684,517268
1685,517556
1686,517834
1687,518127
1688,518428
1689,518736
1690,519030
1691,519310
1692,519596
1693,519884
1694,520151
1695,520464
1696,520770
1697,520984
1698,521344
1699,521630
1700,521915
1701,522211
1702,522513
1703,522815
1704,523118
1705,523418
1706,523710
1707,524001
1708,524282
1709,524578
1710,524892
1711,525200
1712,525495
1713,525782
1714,526066
1715,526358
1716,526649
1717,526943
1718,527245
1719,527551
1720,527841
1721,528120
1722,528404
1723,528691
1724,528994
1725,529295
1726,529601
1727,529899
1728,530193
1729,530474
1730,530764
1731,531059
1732,531360
1733,531670
1734,531969
1735,532259
1736,532546
1737,532829
1738,533123
1739,533417
1740,533721
1741,534013
1742,534309
1743,534594
1744,534874
1745,535163
1746,535461
1747,535769
1748,536069
1749,536367
1750,536647
1751,536932
1752,537213
1753,537507
1754,537811
1755,538115
1756,538423
1757,538709
1758,538995
1759,539280
1760,539575
1761,539875
1762,540174
1763,540474
1764,540770
1765,541054
1766,541336
1767,541619
1768,541918
1769,542228
1770,542531
1771,542828
1772,543117
1773,543409
1774,543691
1775,543985
1776,544288
1777,544591
1778,544897
1779,545184
1780,545458
1781,545743
1782,546024
1783,546308
1784,546601
1785,546787
1786,546908
1787,547201
1788,547483
1789,547761
1790,548034
1791,548335
1792,548634
1793,548928
1794,549220
1795,549504
1796,549786
1797,550072
1798,550351
1799,550639
1800,550954
1801,551256
1802,551535
1803,551817
1804,552099
1805,552387
1806,552681
1807,552977
1808,553285
1809,553591
1810,553879
1811,554157
1812,554441
1813,554726
1814,555029
1815,555326
1816,555616
1817,555916
1818,556205
1819,556489
1820,556768
1821,557059
1822,557363
1823,557670
1824,557965
1825,558241
1826,558528
1827,558816
1828,559105
1829,559398
1830,559698
1831,560000
1832,560297
1833,560579
1834,560849
1835,561144
1836,561438
1837,561735
1838,562022
1839,562311
1840,562594
1841,562815
1842,563144
1843,563426
1844,563733
1845,564033
1846,564323
1847,564603
1848,564885
1849,565167
1850,565455
1851,565744
1852,566043
1853,566262
1854,566619
1855,566902
1856,567187
1857,567381
1858,567724
1859,568030
1860,568329
1861,568626
1862,568920
1863,569207
1864,569485
1865,569765
1866,570061
1867,570369
1868,570671
1869,570960
1870,571249
1871,571540
1872,571834
1873,572125
1874,572430
1875,572733
1876,573043
1877,573331
1878,573611
1879,573895
1880,574196
1881,574432
1882,574788
1883,575098
1884,575389
1885,575681
1886,575961
1887,576251
1888,576553
1889,576865
1890,577165
1891,577459
1892,577743
1893,578027
1894,578313
1895,578603
1896,578903
1897,579207
1898,579450
1899,579793
1900,580075
1901,580360
1902,580651
1903,580949
1904,581249
1905,581545
1906,581835
1907,582122
1908,582398
1909,582671
1910,582922
1911,583241
1912,583542
1913,583825
1914,584101
1915,584367
